STRG.109515.1.p1	XM_040695128.2	STRG.109515
STRG.83007.1.p1	150-XM_048947294.1	STRG.83007
STRG.17672.1.p1	2-RMB99801.1	STRG.17672
STRG.16174.2.p1	6-XM_048942587.1	STRG.16174
STRG.37538.1.p1	3-XM_052790895.1	STRG.37538
STRG.57895.1.p2	2-SGA02486.1	STRG.57895
STRG.2385.1.p2	XM_040660895.2	STRG.2385
STRG.57412.1.p2	2-XM_046937466.1	STRG.57412
STRG.107559.1.p3	2-KFP22508.1	STRG.107559
STRG.21536.12.p1	2-XM_021395493.1	STRG.21536
STRG.86418.1.p1	2-RLV98914.1	STRG.86418
STRG.75037.1.p8	4-XM_048950367.1	STRG.75037
STRG.97721.1.p6	XM_021383186.1	STRG.97721
STRG.88285.1.p2	KAK4827940.1	STRG.88285
STRG.72753.13.p1	13-EPP29463.1	STRG.72753
STRG.1061.1.p1	5-XM_010719477.3	STRG.1061
STRG.25993.30.p1	67-SFW04806.1	STRG.25993
STRG.9235.3.p3	POI18831.1	STRG.9235
STRG.108246.1.p1	98-SGA33918.1	STRG.108246
STRG.73565.1.p2	XM_021382274.1	STRG.73565
STRG.85008.1.p1	320-EPP37534.1	STRG.85008
STRG.19673.1.p1	22-KFU97725.1	STRG.19673
STRG.96081.1.p3	2-NM_204452.1	STRG.96081
STRG.84792.1.p1	321-EPP37534.1	STRG.84792
STRG.12693.1.p1	15-KAK4831702.1	STRG.12693
STRG.69174.1.p2	15-EPP29996.1	STRG.69174
STRG.37298.1.p1	63-XM_052705648.1	STRG.37298
STRG.73651.1.p3	XM_040539207.1	STRG.73651
STRG.79924.1.p1	2-XM_015276710.4	STRG.79924
STRG.93287.1.p1	XM_040693543.1	STRG.93287
STRG.57172.1.p1	2-EPP28495.1	STRG.57172
STRG.97395.1.p1	XM_040542935.1	STRG.97395
STRG.86330.1.p1	26-KFV05530.1	STRG.86330
STRG.95384.1.p1	3-XM_040694738.1	STRG.95384
STRG.3919.1.p1	61-SFW04942.1	STRG.3919
STRG.7435.12.p1	PNF14079.1	STRG.7435
STRG.105499.6.p1	XM_040543669.1	STRG.105499
STRG.29720.1.p4	35-AAR28760.1	STRG.29720
STRG.881.13.p1	130-AAA49027.1	STRG.881
STRG.78514.1.p1	68-SFW04806.1	STRG.78514
STRG.91891.1.p1	XM_062019649.1	STRG.91891
STRG.94687.1.p2	15-SGA02777.1	STRG.94687
STRG.75005.2.p1	34-SGA31375.1	STRG.75005
STRG.78438.1.p1	14-SGA02300.1	STRG.78438
STRG.19577.1.p1	17-KAK4810673.1	STRG.19577
STRG.712.1.p1	KAK4826726.1	STRG.712
STRG.38142.8.p1	OXB62682.1	STRG.38142
STRG.87654.1.p1	27-MCQ4187459.1	STRG.87654
STRG.89000.11.p1	71-MCQ4179290.1	STRG.89000
STRG.57789.1.p1	XM_048956505.1	STRG.57789
STRG.96071.1.p3	3-NM_204452.1	STRG.96071
STRG.2441.1.p1	62-SFW04942.1	STRG.2441
STRG.6703.1.p1	7-XM_048947631.1	STRG.6703
STRG.9796.2.p1	KAK4816544.1	STRG.9796
STRG.7334.1.p3	2-XM_010722455.3	STRG.7334
STRG.105827.5.p1	XM_054808747.1	STRG.105827
STRG.91337.8.p2	XM_040694359.2	STRG.91337
STRG.84223.1.p2	322-EPP37534.1	STRG.84223
STRG.83999.1.p1	63-SFW04942.1	STRG.83999
STRG.93277.1.p1	XM_040654698.1	STRG.93277
STRG.68457.1.p5	9-XM_019622144.2	STRG.68457
STRG.37450.1.p4	78-XM_052665711.1	STRG.37450
STRG.86320.1.p1	KAF4802832.1	STRG.86320
STRG.63574.1.p1	XM_021412424.1	STRG.63574
STRG.68543.1.p1	XM_032448642.1	STRG.68543
STRG.99712.1.p1	69-SFW04806.1	STRG.99712
STRG.41206.1.p1	XM_046912583.1	STRG.41206
STRG.100527.2.p2	XM_035572022.1	STRG.100527
STRG.111073.1.p4	92-XM_040695137.1	STRG.111073
STRG.102624.2.p1	XM_035572508.1	STRG.102624
STRG.86479.12.p2	131-AAA49027.1	STRG.86479
STRG.81361.1.p1	CAC28509.2	STRG.81361
STRG.105423.9.p3	XM_032919742.1	STRG.105423
STRG.56465.1.p1	111-MCQ4078419.1	STRG.56465
STRG.11427.1.p2	151-XM_048947294.1	STRG.11427
STRG.3765.1.p1	3-QKK36262.1	STRG.3765
STRG.78987.1.p1	70-SFW04806.1	STRG.78987
STRG.83296.1.p1	15-MCQ4187465.1	STRG.83296
STRG.76177.1.p2	35-SGA31375.1	STRG.76177
STRG.96688.1.p1	5-XM_040649893.2	STRG.96688
STRG.78504.1.p1	2-NXX54365.1	STRG.78504
STRG.5862.1.p1	79-XM_052665711.1	STRG.5862
STRG.86587.3.p1	64-SFW04942.1	STRG.86587
STRG.24106.1.p1	14-XM_048930342.1	STRG.24106
STRG.78428.1.p1	5-XM_052701080.1	STRG.78428
STRG.17565.10.p1	2-POI36156.1	STRG.17565
STRG.84686.1.p2	323-EPP37534.1	STRG.84686
STRG.84772.1.p1	324-EPP37534.1	STRG.84772
STRG.2355.1.p1	XM_030456840.1	STRG.2355
STRG.86224.1.p1	8-NXF28431.1	STRG.86224
STRG.87382.2.p3	4-XM_019610642.1	STRG.87382
STRG.95278.1.p1	KAK4811098.1	STRG.95278
STRG.59844.2.p1	XM_040681716.1	STRG.59844
STRG.83989.1.p1	6-XM_046905134.1	STRG.83989
STRG.25352.1.p1	19-AAC60281.1	STRG.25352
STRG.10630.2.p1	9-NXF28431.1	STRG.10630
STRG.109472.1.p1	17-SGA34039.1	STRG.109472
STRG.84137.1.p2	325-EPP37534.1	STRG.84137
STRG.86080.1.p1	15-SGA02300.1	STRG.86080
STRG.88567.21.p1	4-MCQ4078389.1	STRG.88567
STRG.105332.2.p1	AF098788.1	STRG.105332
STRG.45787.1.p1	80-XM_052665711.1	STRG.45787
STRG.31918.1.p1	XM_046914511.1	STRG.31918
STRG.18498.4.p2	152-XM_048947294.1	STRG.18498
STRG.86234.1.p1	2-XM_019614333.1	STRG.86234
STRG.94657.1.p1	5-XM_051613262.1	STRG.94657
STRG.72135.1.p2	9-KAK4816622.1	STRG.72135
STRG.4795.13.p1	64-XM_052705648.1	STRG.4795
STRG.99396.1.p1	POI19581.1	STRG.99396
STRG.65815.1.p1	36-SGA31375.1	STRG.65815
STRG.85297.1.p2	326-EPP37534.1	STRG.85297
STRG.3.1.p1	XM_046909587.1	STRG.3
STRG.47325.1.p1	PKU28812.1	STRG.47325
STRG.45160.1.p1	2-KAK4812348.1	STRG.45160
STRG.91871.1.p1	3-P18080.2	STRG.91871
STRG.81015.5.p1	10-MCQ4021223.1	STRG.81015
STRG.12807.1.p1	3-KAK4816253.1	STRG.12807
STRG.16575.3.p1	XM_052671102.1	STRG.16575
STRG.61192.20.p1	132-AAA49027.1	STRG.61192
STRG.102702.1.p2	XM_049792555.1	STRG.102702
STRG.84117.1.p1	327-EPP37534.1	STRG.84117
STRG.2191.1.p1	3-XM_046909756.1	STRG.2191
STRG.69901.2.p4	NWI03301.1	STRG.69901
STRG.88870.1.p1	4-KAK4831309.1	STRG.88870
STRG.107441.1.p2	99-SGA33918.1	STRG.107441
STRG.105430.1.p2	XM_027708110.1	STRG.105430
STRG.90299.1.p1	5-XM_025155900.2	STRG.90299
STRG.72760.1.p1	14-EPP29463.1	STRG.72760
STRG.49799.1.p1	3-XM_046931096.1	STRG.49799
STRG.81290.7.p1	23-KFU97725.1	STRG.81290
STRG.93225.2.p1	72-MCQ4179290.1	STRG.93225
STRG.59920.2.p1	2-XM_040646777.1	STRG.59920
STRG.81255.1.p1	3-XM_048933793.1	STRG.81255
STRG.4180.2.p1	10-NXF28431.1	STRG.4180
STRG.29528.1.p1	71-SFW04806.1	STRG.29528
STRG.85363.1.p1	328-EPP37534.1	STRG.85363
STRG.12974.4.p1	2-XM_040697551.2	STRG.12974
STRG.85517.1.p2	329-EPP37534.1	STRG.85517
STRG.96668.1.p1	2-XM_040694929.2	STRG.96668
STRG.98841.1.p2	U00923.1	STRG.98841
STRG.33216.1.p1	5-KFV09259.1	STRG.33216
STRG.78254.1.p1	72-SFW04806.1	STRG.78254
STRG.89635.1.p1	65-XM_052705648.1	STRG.89635
STRG.107345.1.p1	58-SGA02415.1	STRG.107345
STRG.66889.1.p3	6-XM_046902431.1	STRG.66889
STRG.111822.1.p1	KAK4825255.1	STRG.111822
STRG.54963.1.p3	3-PKU34571.1	STRG.54963
STRG.84107.1.p2	330-EPP37534.1	STRG.84107
STRG.72588.1.p1	3-SFW05316.1	STRG.72588
STRG.107127.4.p1	XM_040655907.1	STRG.107127
STRG.38804.1.p20	2-XM_021410708.1	STRG.38804
STRG.111033.1.p2	73-XM_048959965.1	STRG.111033
STRG.88784.1.p1	XM_040675374.1	STRG.88784
STRG.27039.4.p1	42-XM_046923367.1	STRG.27039
STRG.68197.1.p3	10-XM_019622144.2	STRG.68197
STRG.108591.1.p1	10-XM_040695115.1	STRG.108591
STRG.25783.2.p2	24-KFU97725.1	STRG.25783
STRG.1560.1.p1	153-XM_048947294.1	STRG.1560
STRG.30469.6.p1	2-XM_021379937.1	STRG.30469
STRG.100267.2.p2	XM_041712573.1	STRG.100267
STRG.85353.1.p2	331-EPP37534.1	STRG.85353
STRG.4324.2.p1	3-PKU32234.1	STRG.4324
STRG.6506.10.p1	23-XM_040695796.2	STRG.6506
STRG.35217.1.p1	XM_021389572.1	STRG.35217
STRG.78244.1.p1	73-SFW04806.1	STRG.78244
STRG.83234.2.p1	112-MCQ4078419.1	STRG.83234
STRG.14382.10.p1	113-MCQ4078419.1	STRG.14382
STRG.97894.1.p1	TNN85472.1	STRG.97894
STRG.17562.10.p3	XM_061351071.1	STRG.17562
STRG.105170.1.p1	NXF28410.1	STRG.105170
STRG.2315.1.p4	7-XM_048942587.1	STRG.2315
STRG.3113.25.p1	65-SFW04942.1	STRG.3113
STRG.96330.5.p1	XM_049809631.1	STRG.96330
STRG.104353.3.p1	37-SGA31375.1	STRG.104353
STRG.86108.1.p1	154-XM_048947294.1	STRG.86108
STRG.68407.1.p7	2-KFV09946.1	STRG.68407
STRG.56065.3.p1	XM_052686916.1	STRG.56065
STRG.86040.1.p1	74-SFW04806.1	STRG.86040
STRG.2171.1.p2	2-KAK4829425.1	STRG.2171
STRG.107191.1.p1	93-XM_040695137.1	STRG.107191
STRG.88850.1.p3	11-NXF28431.1	STRG.88850
STRG.68263.1.p2	11-XM_019622144.2	STRG.68263
STRG.111023.1.p1	155-XM_048947294.1	STRG.111023
STRG.94617.1.p1	8-KAK4806022.1	STRG.94617
STRG.79490.1.p1	3-XM_040655280.1	STRG.79490
STRG.110799.1.p5	74-XM_048959965.1	STRG.110799
STRG.59057.1.p1	XM_030023925.1	STRG.59057
STRG.33745.1.p2	2-XM_003204306.3	STRG.33745
STRG.49779.1.p3	15-EPP28206.1	STRG.49779
STRG.5496.1.p1	2-KAK4818826.1	STRG.5496
STRG.96484.1.p1	XM_049811180.1	STRG.96484
STRG.83891.1.p1	16-SGA02300.1	STRG.83891
STRG.16643.2.p1	XM_054164914.1	STRG.16643
STRG.19615.21.p1	16-KAK4831702.1	STRG.19615
STRG.99442.1.p1	2-XM_046934127.1	STRG.99442
STRG.89519.1.p4	NXI61070.1	STRG.89519
STRG.91831.1.p2	XM_054808640.1	STRG.91831
STRG.11532.5.p1	6-KFV09259.1	STRG.11532
STRG.72855.6.p2	14-SFW04955.1	STRG.72855
STRG.66935.1.p1	7-XM_046902431.1	STRG.66935
STRG.106011.1.p1	XM_040694114.1	STRG.106011
STRG.85267.1.p2	332-EPP37534.1	STRG.85267
STRG.107960.1.p1	13-XM_040650950.1	STRG.107960
STRG.24625.1.p1	2-KAF1498097.1	STRG.24625
STRG.104289.2.p2	5-XM_040674744.1	STRG.104289
STRG.62038.1.p1	XM_029998609.1	STRG.62038
STRG.6181.2.p1	133-AAA49027.1	STRG.6181
STRG.80614.1.p2	2-XM_040656202.1	STRG.80614
STRG.57499.1.p2	38-SGA31375.1	STRG.57499
STRG.19603.1.p1	6-KFR17737.1	STRG.19603
STRG.68167.1.p1	12-XM_019622144.2	STRG.68167
STRG.83939.1.p1	30-XM_025144565.3	STRG.83939
STRG.59912.1.p1	32-MCQ4179288.1	STRG.59912
STRG.59037.1.p1	2-XM_052685922.1	STRG.59037
STRG.28655.11.p1	3-KAK4830241.1	STRG.28655
STRG.18752.1.p1	XM_040699770.2	STRG.18752
STRG.86030.1.p1	114-MCQ4078419.1	STRG.86030
STRG.65449.1.p1	15-SFW04955.1	STRG.65449
STRG.107181.1.p3	94-XM_040695137.1	STRG.107181
STRG.79480.1.p1	66-SFW04942.1	STRG.79480
STRG.47834.1.p1	POI28436.1	STRG.47834
STRG.111496.1.p9	75-XM_048959965.1	STRG.111496
STRG.96704.1.p1	2-EPJ33504.1	STRG.96704
STRG.20267.1.p1	3-KAK4806147.1	STRG.20267
STRG.58186.1.p1	4-SFW05056.1	STRG.58186
STRG.83236.1.p1	73-MCQ4179290.1	STRG.83236
STRG.12869.16.p1	81-XM_052665711.1	STRG.12869
STRG.42306.1.p4	82-XM_052665711.1	STRG.42306
STRG.895.1.p1	XM_035549575.1	STRG.895
STRG.96479.8.p1	XM_005533536.2	STRG.96479
STRG.34449.7.p1	XM_048265988.1	STRG.34449
STRG.59816.1.p1	48-SGA02269.1	STRG.59816
STRG.79528.1.p1	31-XM_025144565.3	STRG.79528
STRG.8897.1.p2	XM_040649873.1	STRG.8897
STRG.22262.21.p1	156-XM_048947294.1	STRG.22262
STRG.84636.1.p2	333-EPP37534.1	STRG.84636
STRG.75506.1.p1	157-XM_048947294.1	STRG.75506
STRG.6403.1.p1	158-XM_048947294.1	STRG.6403
STRG.14634.1.p1	43-XM_046923367.1	STRG.14634
STRG.103472.3.p1	XM_021383718.1	STRG.103472
STRG.51277.10.p2	2-XM_025150256.3	STRG.51277
STRG.33179.31.p1	115-MCQ4078419.1	STRG.33179
STRG.110855.1.p1	95-XM_040695137.1	STRG.110855
STRG.54144.1.p1	2-XM_040705253.2	STRG.54144
STRG.1444.1.p1	44-XM_046923367.1	STRG.1444
STRG.106991.2.p1	83-XM_052665711.1	STRG.106991
STRG.79470.1.p1	49-SGA02269.1	STRG.79470
STRG.97171.1.p1	15-EPP29463.1	STRG.97171
STRG.49759.1.p1	XM_046943207.1	STRG.49759
STRG.47824.1.p3	KAJ7410325.1	STRG.47824
STRG.26793.4.p1	33-MCQ4179288.1	STRG.26793
STRG.85882.1.p1	17-SGA02300.1	STRG.85882
STRG.34400.2.p1	XM_035572296.2	STRG.34400
STRG.87334.1.p1	NM_001405894.1	STRG.87334
STRG.9738.1.p3	XM_021416042.1	STRG.9738
STRG.66915.1.p1	8-XM_040650129.2	STRG.66915
STRG.108002.1.p1	11-XM_046934365.1	STRG.108002
STRG.42605.5.p1	XM_052683181.1	STRG.42605
STRG.97778.1.p1	KAK4805216.1	STRG.97778
STRG.14614.1.p1	11-MCQ4021223.1	STRG.14614
STRG.6230.42.p1	16-MCQ4187465.1	STRG.6230
STRG.90239.1.p1	2-XM_040685248.2	STRG.90239
STRG.83765.1.p1	XM_052705647.1	STRG.83765
STRG.97864.1.p4	MBN3311530.1	STRG.97864
STRG.45280.21.p2	KAK4832897.1	STRG.45280
STRG.8328.1.p1	XM_040652975.1	STRG.8328
STRG.96334.3.p3	XM_054807772.1	STRG.96334
STRG.94433.1.p1	2-KAK4807440.1	STRG.94433
STRG.58274.11.p1	TFK08995.1	STRG.58274
STRG.789.1.p1	134-AAA49027.1	STRG.789
STRG.9804.1.p1	27-KFV05530.1	STRG.9804
STRG.70275.2.p1	XM_053942637.1	STRG.70275
STRG.37289.4.p1	66-XM_052705648.1	STRG.37289
STRG.90830.3.p1	XM_010726772.2	STRG.90830
STRG.84452.1.p1	334-EPP37534.1	STRG.84452
STRG.66905.1.p3	2-SGA26475.1	STRG.66905
STRG.53437.1.p1	XM_046930883.1	STRG.53437
STRG.84606.1.p1	335-EPP37534.1	STRG.84606
STRG.46088.1.p1	116-MCQ4078419.1	STRG.46088
STRG.110066.1.p2	11-XM_040695115.1	STRG.110066
STRG.84376.1.p2	336-EPP37534.1	STRG.84376
STRG.46250.1.p1	XM_040695346.1	STRG.46250
STRG.35474.2.p1	4-XM_040667558.2	STRG.35474
STRG.14604.1.p1	4-KAF1445500.1	STRG.14604
STRG.93592.1.p1	16-SGA02777.1	STRG.93592
STRG.32950.1.p1	43-XM_040659592.1	STRG.32950
STRG.16807.1.p19	8-XM_048947631.1	STRG.16807
STRG.52816.1.p1	67-SFW04942.1	STRG.52816
STRG.83755.1.p1	KAK4823487.1	STRG.83755
STRG.9248.5.p1	XM_015273882.3	STRG.9248
STRG.81590.1.p1	45-XM_046923367.1	STRG.81590
STRG.79440.1.p1	6-XM_052701080.1	STRG.79440
STRG.25755.1.p3	84-XM_052665711.1	STRG.25755
STRG.16395.1.p1	KAK4829075.1	STRG.16395
STRG.25042.1.p1	5-XM_048939836.1	STRG.25042
STRG.73984.87.p1	3-XM_046932783.1	STRG.73984
STRG.90161.1.p1	2-XM_040656923.2	STRG.90161
STRG.90315.1.p1	2-XM_040685251.2	STRG.90315
STRG.46503.11.p4	2-XM_048948209.1	STRG.46503
STRG.33551.1.p1	XM_031555789.1	STRG.33551
STRG.80248.1.p1	3-XM_040697551.2	STRG.80248
STRG.59196.3.p1	OWK56736.1	STRG.59196
STRG.85217.1.p1	337-EPP37534.1	STRG.85217
STRG.10891.1.p1	17-KAK4831702.1	STRG.10891
STRG.93572.1.p1	3-XM_040654689.2	STRG.93572
STRG.93802.1.p5	2-SGA26913.1	STRG.93802
STRG.7359.2.p1	XM_015873179.2	STRG.7359
STRG.84442.1.p3	338-EPP37534.1	STRG.84442
STRG.102951.1.p1	XM_040695038.2	STRG.102951
STRG.105110.1.p1	XM_021383198.1	STRG.105110
STRG.103388.2.p1	XM_042890800.1	STRG.103388
STRG.105561.2.p1	XM_040694895.2	STRG.105561
STRG.60327.1.p12	XM_042893060.1	STRG.60327
STRG.66106.1.p1	XM_040530764.1	STRG.66106
STRG.107690.1.p5	76-XM_048959965.1	STRG.107690
STRG.33816.10.p1	XM_052678158.1	STRG.33816
STRG.2111.1.p1	135-AAA49027.1	STRG.2111
STRG.83821.1.p1	18-KAK4831702.1	STRG.83821
STRG.63234.1.p1	EPP38453.1	STRG.63234
STRG.72518.1.p2	8-POI19488.1	STRG.72518
STRG.102316.1.p1	XM_054806798.1	STRG.102316
STRG.71023.9.p1	XM_040651859.2	STRG.71023
STRG.90219.1.p1	5-XM_040648673.1	STRG.90219
STRG.106990.36.p1	67-XM_052705648.1	STRG.106990
STRG.7413.3.p3	SGA34117.1	STRG.7413
STRG.90864.1.p3	XM_010572833.1	STRG.90864
STRG.5675.13.p3	XM_019611670.1	STRG.5675
STRG.108359.1.p2	96-XM_040695137.1	STRG.108359
STRG.78723.1.p1	3-XM_021386257.1	STRG.78723
STRG.59747.6.p1	4-EPP37217.1	STRG.59747
STRG.759.1.p1	117-MCQ4078419.1	STRG.759
STRG.65255.1.p4	XM_021415234.1	STRG.65255
STRG.48153.2.p1	2-PKU42963.1	STRG.48153
STRG.99152.1.p1	3-XM_046934127.1	STRG.99152
STRG.94337.1.p1	75-SFW04806.1	STRG.94337
STRG.107738.1.p1	9-XM_040705996.2	STRG.107738
STRG.35476.1.p1	5-XM_040667558.2	STRG.35476
STRG.70331.2.p1	POI18640.1	STRG.70331
STRG.33992.2.p2	6-KFV07171.1	STRG.33992
STRG.87304.1.p1	85-XM_052665711.1	STRG.87304
STRG.10236.1.p1	68-XM_052705648.1	STRG.10236
STRG.106172.2.p2	XM_054187238.1	STRG.106172
STRG.106887.1.p1	16-KAK4810514.1	STRG.106887
STRG.39594.1.p1	34-MCQ4179288.1	STRG.39594
STRG.77237.1.p1	XM_059832666.1	STRG.77237
STRG.23714.1.p1	XM_025144598.3	STRG.23714
STRG.70257.1.p2	PKU40132.1	STRG.70257
STRG.102865.1.p1	2-SGA33957.1	STRG.102865
STRG.102076.1.p2	XM_061348279.1	STRG.102076
STRG.36317.1.p1	2-KAK4815560.1	STRG.36317
STRG.80177.16.p1	5-XM_048930377.1	STRG.80177
STRG.94087.1.p1	2-RMB99531.1	STRG.94087
STRG.38260.1.p1	XM_042876770.1	STRG.38260
STRG.108349.1.p2	100-SGA33918.1	STRG.108349
STRG.108994.1.p2	97-XM_040695137.1	STRG.108994
STRG.6133.1.p4	7-WP_143413434.1	STRG.6133
STRG.87767.1.p1	2-PKU44831.1	STRG.87767
STRG.18275.13.p1	69-XM_052705648.1	STRG.18275
STRG.26971.1.p4	MCQ4021285.1	STRG.26971
STRG.96184.1.p2	NXW60323.1	STRG.96184
STRG.106270.1.p1	3-XM_021391459.1	STRG.106270
STRG.18405.39.p2	2-XM_040549013.1	STRG.18405
STRG.40005.1.p1	136-AAA49027.1	STRG.40005
STRG.104822.3.p6	XM_061444382.1	STRG.104822
STRG.75363.198.p1	2-XM_040692087.1	STRG.75363
STRG.111416.1.p1	50-SGA34061.1	STRG.111416
STRG.95487.1.p4	XM_015301245.3	STRG.95487
STRG.65784.1.p1	39-SGA31375.1	STRG.65784
STRG.97738.1.p3	XM_037374899.1	STRG.97738
STRG.59809.46.p1	XM_040681752.1	STRG.59809
STRG.41175.1.p1	28-KFV05530.1	STRG.41175
STRG.10050.2.p1	159-XM_048947294.1	STRG.10050
STRG.79248.1.p1	8-XM_042829387.1	STRG.79248
STRG.85736.1.p1	68-SFW04942.1	STRG.85736
STRG.108415.1.p1	59-SGA02415.1	STRG.108415
STRG.39699.6.p1	70-XM_052705648.1	STRG.39699
STRG.102066.1.p1	XM_010575822.1	STRG.102066
STRG.110719.1.p3	77-XM_048959965.1	STRG.110719
STRG.108339.1.p1	18-SGA34039.1	STRG.108339
STRG.20043.1.p1	2-EOB05412.1	STRG.20043
STRG.61649.9.p4	2-XM_005298068.4	STRG.61649
STRG.26961.1.p1	71-XM_052705648.1	STRG.26961
STRG.97562.2.p1	2-XM_031608872.1	STRG.97562
STRG.88204.5.p1	12-NXF28431.1	STRG.88204
STRG.96174.1.p2	XM_031614196.1	STRG.96174
STRG.49639.12.p1	4-EPP30060.1	STRG.49639
STRG.83617.2.p1	160-XM_048947294.1	STRG.83617
STRG.78397.1.p1	XM_031603259.1	STRG.78397
STRG.100814.1.p1	XM_021383410.1	STRG.100814
STRG.89209.1.p2	KAK4829956.1	STRG.89209
STRG.37467.1.p1	137-AAA49027.1	STRG.37467
STRG.75755.1.p1	2-XM_040692019.2	STRG.75755
STRG.12786.1.p3	13-NXF28431.1	STRG.12786
STRG.22064.1.p2	35-MCQ4179288.1	STRG.22064
STRG.48694.1.p1	50-SGA02269.1	STRG.48694
STRG.84096.1.p1	339-EPP37534.1	STRG.84096
STRG.57419.1.p1	16-EPP28206.1	STRG.57419
STRG.28423.1.p1	24-XM_040695796.2	STRG.28423
STRG.25389.1.p1	36-AAR28760.1	STRG.25389
STRG.34681.1.p1	XM_040547502.1	STRG.34681
STRG.63677.1.p2	XM_048963862.1	STRG.63677
STRG.81608.1.p1	118-MCQ4078419.1	STRG.81608
STRG.100111.1.p1	SGA33827.1	STRG.100111
STRG.6586.1.p1	119-MCQ4078419.1	STRG.6586
STRG.97804.1.p4	NWS06857.1	STRG.97804
STRG.107015.1.p1	2-KAK4818135.1	STRG.107015
STRG.43176.1.p1	36-MCQ4179288.1	STRG.43176
STRG.5879.1.p1	161-XM_048947294.1	STRG.5879
STRG.86428.8.p1	162-XM_048947294.1	STRG.86428
STRG.19712.3.p1	51-SGA02269.1	STRG.19712
STRG.6027.1.p1	KAK4830091.1	STRG.6027
STRG.80757.1.p1	120-MCQ4078419.1	STRG.80757
STRG.84789.1.p1	340-EPP37534.1	STRG.84789
STRG.51202.1.p1	86-XM_052665711.1	STRG.51202
STRG.96240.1.p2	XM_037407407.1	STRG.96240
STRG.104716.3.p1	XM_046937669.1	STRG.104716
STRG.92056.1.p1	WP_238898587.1	STRG.92056
STRG.101511.1.p1	3-SGA26913.1	STRG.101511
STRG.83684.36.p1	3-KAK4831245.1	STRG.83684
STRG.102705.3.p1	NM_205264.1	STRG.102705
STRG.64486.10.p1	163-XM_048947294.1	STRG.64486
STRG.78387.1.p1	76-SFW04806.1	STRG.78387
STRG.84875.1.p2	341-EPP37534.1	STRG.84875
STRG.50540.7.p1	XM_009641928.2	STRG.50540
STRG.16884.1.p1	3-XM_019614333.1	STRG.16884
STRG.98261.1.p2	NXU34689.1	STRG.98261
STRG.93446.1.p1	2-XM_015272883.2	STRG.93446
STRG.47977.1.p1	10-MCQ4078410.1	STRG.47977
STRG.55090.1.p1	2-KAK4829007.1	STRG.55090
STRG.86896.1.p1	138-AAA49027.1	STRG.86896
STRG.72797.1.p1	16-EPP29463.1	STRG.72797
STRG.111879.1.p1	CAB58117.1	STRG.111879
STRG.102112.1.p1	XM_031612246.1	STRG.102112
STRG.84402.1.p2	342-EPP37534.1	STRG.84402
STRG.14797.1.p9	6-XM_010719477.3	STRG.14797
STRG.106857.1.p1	139-AAA49027.1	STRG.106857
STRG.5945.1.p1	164-XM_048947294.1	STRG.5945
STRG.12073.1.p3	2-XM_054050293.1	STRG.12073
STRG.6576.1.p2	5-XM_040661657.1	STRG.6576
STRG.20496.1.p1	140-AAA49027.1	STRG.20496
STRG.94692.1.p1	4-XM_040694738.1	STRG.94692
STRG.108954.1.p2	78-XM_048959965.1	STRG.108954
STRG.85562.1.p2	343-EPP37534.1	STRG.85562
STRG.102122.1.p1	XM_027633390.1	STRG.102122
STRG.24920.1.p1	17-KAK4810514.1	STRG.24920
STRG.38144.1.p1	2-OXB62682.1	STRG.38144
STRG.84064.2.p1	6-EPP36433.1	STRG.84064
STRG.90025.1.p1	2-XM_040693653.1	STRG.90025
STRG.33974.1.p1	7-CAA42505.1	STRG.33974
STRG.26724.22.p2	12-MCQ4021223.1	STRG.26724
STRG.22034.1.p1	25-KFU97725.1	STRG.22034
STRG.98878.1.p1	2-M31209.1	STRG.98878
STRG.110469.1.p1	60-SGA02415.1	STRG.110469
STRG.84779.1.p2	344-EPP37534.1	STRG.84779
STRG.103282.1.p1	XM_042894843.1	STRG.103282
STRG.96230.1.p4	2-XM_031614177.1	STRG.96230
STRG.15001.1.p1	2-KAK4811018.1	STRG.15001
STRG.75811.1.p1	2-XM_053999883.1	STRG.75811
STRG.108251.1.p2	79-XM_048959965.1	STRG.108251
STRG.7263.1.p1	141-AAA49027.1	STRG.7263
STRG.72863.1.p1	SFW04957.1	STRG.72863
STRG.23510.1.p1	72-XM_052705648.1	STRG.23510
STRG.112007.1.p5	101-SGA33918.1	STRG.112007
STRG.84306.1.p2	345-EPP37534.1	STRG.84306
STRG.32718.1.p1	17-MCQ4187465.1	STRG.32718
STRG.44985.3.p1	142-AAA49027.1	STRG.44985
STRG.86173.1.p1	77-SFW04806.1	STRG.86173
STRG.81358.1.p1	2-AAG24904.1	STRG.81358
STRG.46437.3.p1	143-AAA49027.1	STRG.46437
STRG.11432.1.p1	165-XM_048947294.1	STRG.11432
STRG.84162.1.p2	346-EPP37534.1	STRG.84162
STRG.14228.1.p1	87-XM_052665711.1	STRG.14228
STRG.45167.1.p1	166-XM_048947294.1	STRG.45167
STRG.19494.2.p2	37-AAR28760.1	STRG.19494
STRG.108790.1.p2	4-XM_040695133.2	STRG.108790
STRG.92739.1.p2	XM_027742572.2	STRG.92739
STRG.110449.1.p1	51-SGA34061.1	STRG.110449
STRG.89618.3.p1	6-XM_040694160.2	STRG.89618
STRG.22813.1.p1	KFW65118.1	STRG.22813
STRG.69786.1.p1	69-SFW04942.1	STRG.69786
STRG.99229.5.p1	XM_021383439.1	STRG.99229
